source_file,canonical_id,participant_determination,commission_report_reference,structural_radius,exact_previous_representation,exact_new_representation,migration_basis,implementation_status,validation_status,reviewer,review_date,unresolved_issue
Reality_Mechanics/0_Ground/Generic.md,ground.generic,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Natural Order]]""
  - ""[[Root Order]]""
conditions:
  places: ""the structural condition through which a pattern generates instances of itself — the originating source from which instances arise, operative before any instance appears""
  holds: ""[[Natural Order]] and [[Root Order]] — the dependency order must hold and natural order must be operative before a structural pattern can generate instances from a prior source""
  pairs: ""[[Emergent]] — Generic names what generates instances from a prior structural source; Emergent names what arises from conditions without a prior generative source. Each requires the other: a generative source is only nameable against what arises without one; emergence is only nameable against what comes from a prior source.""
  traces:
    - ""[[Natural Order]]""
    - ""[[Root Order]]""
  nests: ""at Ground as the originating condition through which the structural patterns named at each order generate their instances — including the orders themselves""
  reads: ""where a structural condition can be read as the source from which instances arise — where instances do not merely share recognisable form but trace to a common originating pattern that was operative before any instance appeared""
  carries:
    - ""[[Kind]]""
    - ""[[Degenerate]]""
    - ""[[Regenerate]]""","conditions:
  places: ""the structural condition through which a pattern generates instances of itself — the originating source from which instances arise, operative before any instance appears""
  needs:
    targets:
      - ground.natural-order
      - ground.root-order
  holds:
    targets:
      - ground.natural-order
      - ground.root-order
    read: ""[[Natural Order]] and [[Root Order]] — the dependency order must hold and natural order must be operative before a structural pattern can generate instances from a prior source""
  pairs:
    targets:
      - ground.emergent
    read: ""[[Emergent]] — Generic names what generates instances from a prior structural source; Emergent names what arises from conditions without a prior generative source. Each requires the other: a generative source is only nameable against what arises without one; emergence is only nameable against what comes from a prior source.""
  traces:
    targets:
      - ground.natural-order
      - ground.root-order
  nests:
    targets: []
    read: ""at Ground as the originating condition through which the structural patterns named at each order generate their instances — including the orders themselves""
  reads:
    targets: []
    read: ""where a structural condition can be read as the source from which instances arise — where instances do not merely share recognisable form but trace to a common originating pattern that was operative before any instance appeared""
  carries:
    targets:
      - second.kind
      - ground.degenerate
      - ground.regenerate","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/0_Ground/Ground.md,ground.ground,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs: []
conditions:
  places: ""the acknowledged-prior of Reality Mechanics — the source-limit below the dependency spine""
  holds: ""acknowledged but not derived — holds by not being traced to within the system""
  pairs: ""[[Relation]] — Ground is acknowledged but not derived; Relation is the primitive from which tracing begins; [[Seed]] — Seed names Ground as relation-to-Ground becomes carryable within the loop""
  traces: []
  nests: ""below Root Order and Natural Order as the source-limit that lets the Atlas participate in what it does not originate""
  reads: ""where the system participates in something prior rather than engineering itself from nothing — where its terms can be checked against what they did not generate""
  carries:
    - ""[[Seed]]""
    - ""[[Natural Order]]""
    - ""[[Root Order]]""
    - ""[[Opacity]]""
    - ""[[Reality Mechanics]]""
    - ""[[Retrace Practice]]""","conditions:
  places: ""the acknowledged-prior of Reality Mechanics — the source-limit below the dependency spine""
  needs:
    targets: []
  holds:
    targets: []
    read: ""acknowledged but not derived — holds by not being traced to within the system""
  pairs:
    targets:
      - first.relation
      - ground.seed
    read: ""[[Relation]] — Ground is acknowledged but not derived; Relation is the primitive from which tracing begins; [[Seed]] — Seed names Ground as relation-to-Ground becomes carryable within the loop""
  traces:
    targets: []
  nests:
    targets: []
    read: ""below Root Order and Natural Order as the source-limit that lets the Atlas participate in what it does not originate""
  reads:
    targets: []
    read: ""where the system participates in something prior rather than engineering itself from nothing — where its terms can be checked against what they did not generate""
  carries:
    targets:
      - ground.seed
      - ground.natural-order
      - ground.root-order
      - higher.opacity
      - practice.reality-mechanics
      - practice.retrace-practice","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/0_Ground/Groundedness.md,ground.groundedness,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Root Order]]""
conditions:
  places: ""the condition of remaining answerable to what holds — where dependency contact is maintained rather than lost""
  holds: ""[[Root Order]] — dependency arrangement must hold before remaining answerable to it can be named""
  pairs: ""[[Structural Disorder]] — Groundedness names maintained dependency contact; Structural Disorder names its loss""
  traces:
    - ""[[Root Order]]""
  nests: ""wherever a term, read, path, or practice remains answerable to the conditions that hold it""
  reads: ""where a relation has not drifted from what makes it readable — dependency contact is present, not merely claimed""
  carries:
    - ""[[Root Resilience]]""
    - ""[[Terms and Conditions]]""
    - ""[[Recarry]]""","conditions:
  places: ""the condition of remaining answerable to what holds — where dependency contact is maintained rather than lost""
  needs:
    targets:
      - ground.root-order
  holds:
    targets:
      - ground.root-order
    read: ""[[Root Order]] — dependency arrangement must hold before remaining answerable to it can be named""
  pairs:
    targets:
      - ground.structural-disorder
    read: ""[[Structural Disorder]] — Groundedness names maintained dependency contact; Structural Disorder names its loss""
  traces:
    targets:
      - ground.root-order
  nests:
    targets: []
    read: ""wherever a term, read, path, or practice remains answerable to the conditions that hold it""
  reads:
    targets: []
    read: ""where a relation has not drifted from what makes it readable — dependency contact is present, not merely claimed""
  carries:
    targets:
      - practice.root-resilience
      - practice.terms-and-conditions
      - second.recarry","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/0_Ground/Invariant.md,ground.invariant,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Root Order]]""
conditions:
  places: ""what remains stable across traversal, revision, application, or scale — preserved structure, not permanent immobility""
  holds: ""[[Root Order]] — the governing arrangement must hold before what it preserves across variation can be named""
  pairs: ""[[Primitive]] — Primitive names irreducible availability; Invariant names what remains unchanged across variation""
  traces:
    - ""[[Root Order]]""
  nests: ""across variation — holds where change occurs without altering the condition being tested""
  reads: ""where variation occurs while a condition remains unchanged enough to keep the read stable""
  carries:
    - ""[[Bounded Asymmetry]]""
    - ""[[Root System]]""
    - ""[[Translation Invariance]]""","conditions:
  places: ""what remains stable across traversal, revision, application, or scale — preserved structure, not permanent immobility""
  needs:
    targets:
      - ground.root-order
  holds:
    targets:
      - ground.root-order
    read: ""[[Root Order]] — the governing arrangement must hold before what it preserves across variation can be named""
  pairs:
    targets:
      - ground.primitive
    read: ""[[Primitive]] — Primitive names irreducible availability; Invariant names what remains unchanged across variation""
  traces:
    targets:
      - ground.root-order
  nests:
    targets: []
    read: ""across variation — holds where change occurs without altering the condition being tested""
  reads:
    targets: []
    read: ""where variation occurs while a condition remains unchanged enough to keep the read stable""
  carries:
    targets:
      - first.bounded-asymmetry
      - practice.root-system
      - practice.translation-invariance","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/0_Ground/Label.md,ground.label,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Root Order]]""
conditions:
  places: ""a name that marks without carrying traceable conditions — naming without dependency, opening, or carried relation""
  holds: ""[[Root Order]] — dependency arrangement must hold before naming of any kind, including marking without conditions, can occur""
  pairs: ""[[Term]] — Label marks without carrying traceable conditions; Term names with dependency, opening, and carried relation travelling together""
  traces:
    - ""[[Root Order]]""
  nests: ""wherever a name functions as a marker rather than as a carryable length of relation""
  reads: ""where a name marks something without the conditions through which it could be traced, entered, or carried forward — naming that has not yet become or does not need to become a term""
  carries: []","conditions:
  places: ""a name that marks without carrying traceable conditions — naming without dependency, opening, or carried relation""
  needs:
    targets:
      - ground.root-order
  holds:
    targets:
      - ground.root-order
    read: ""[[Root Order]] — dependency arrangement must hold before naming of any kind, including marking without conditions, can occur""
  pairs:
    targets:
      - ground.term
    read: ""[[Term]] — Label marks without carrying traceable conditions; Term names with dependency, opening, and carried relation travelling together""
  traces:
    targets:
      - ground.root-order
  nests:
    targets: []
    read: ""wherever a name functions as a marker rather than as a carryable length of relation""
  reads:
    targets: []
    read: ""where a name marks something without the conditions through which it could be traced, entered, or carried forward — naming that has not yet become or does not need to become a term""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/0_Ground/Natural Order.md,ground.natural-order,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Root Order]]""
conditions:
  places: ""order already available within the governing arrangement — dependency readability that holds without being imposed by the read that enters it""
  holds: ""[[Root Order]] — Root Order holds the governing arrangement; Natural Order names what is already available within it""
  pairs: ""[[Dependency Order]] — Natural Order names the order available within the arrangement without imposition; Dependency Order names the structural precedence within that same arrangement. Each requires the other: available order is only readable against structural precedence; structural precedence is only nameable against the order it orders.""
  traces:
    - ""[[Root Order]]""
    - ""[[Ground]]""
  nests: ""wherever order holds through available relation rather than continual external correction""
  reads: ""where recurring conditions preserve dependency structure without external correction — order holding because it is available, not imposed, and not dependent on entry by read in order to hold""
  carries:
    - ""[[Participation]]""
    - ""[[Organic]]""
    - ""[[Generic]]""
    - ""[[Emergent]]""
    - ""[[Natural World]]""
    - ""[[Field of Participation]]""
    - ""[[Organic Field]]""","conditions:
  places: ""order already available within the governing arrangement — dependency readability that holds without being imposed by the read that enters it""
  needs:
    targets:
      - ground.root-order
  holds:
    targets:
      - ground.root-order
    read: ""[[Root Order]] — Root Order holds the governing arrangement; Natural Order names what is already available within it""
  pairs:
    targets:
      - ground.dependency-order
    read: ""[[Dependency Order]] — Natural Order names the order available within the arrangement without imposition; Dependency Order names the structural precedence within that same arrangement. Each requires the other: available order is only readable against structural precedence; structural precedence is only nameable against the order it orders.""
  traces:
    targets:
      - ground.root-order
      - ground.ground
  nests:
    targets: []
    read: ""wherever order holds through available relation rather than continual external correction""
  reads:
    targets: []
    read: ""where recurring conditions preserve dependency structure without external correction — order holding because it is available, not imposed, and not dependent on entry by read in order to hold""
  carries:
    targets:
      - second.participation
      - third.organic
      - ground.generic
      - ground.emergent
      - third.natural-world
      - third.field-of-participation
      - third.organic-field","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/0_Ground/Passage Condition.md,ground.passage-condition,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Root Order]]""
conditions:
  places: ""a structural role — terms that regulate whether order can pass, hold, close, or remain available across a boundary or scope""
  holds: ""[[Root Order]] — the governing arrangement must hold before regulative roles within it can be named""
  pairs: ""root conditions — regulates passage rather than making an order emerge by itself""
  traces:
    - ""[[Root Order]]""
  nests: ""across orders wherever a boundary or scope must regulate continuation, closure, allowance, or availability""
  reads: ""where a term does not make the next order emerge but determines whether existing carrying can continue, close, be allowed through, or remain available inside a scope""
  carries:
    - ""[[Allow]]""","conditions:
  places: ""a structural role — terms that regulate whether order can pass, hold, close, or remain available across a boundary or scope""
  needs:
    targets:
      - ground.root-order
  holds:
    targets:
      - ground.root-order
    read: ""[[Root Order]] — the governing arrangement must hold before regulative roles within it can be named""
  pairs:
    targets: []
    read: ""root conditions — regulates passage rather than making an order emerge by itself""
  traces:
    targets:
      - ground.root-order
  nests:
    targets: []
    read: ""across orders wherever a boundary or scope must regulate continuation, closure, allowance, or availability""
  reads:
    targets: []
    read: ""where a term does not make the next order emerge but determines whether existing carrying can continue, close, be allowed through, or remain available inside a scope""
  carries:
    targets:
      - first.allow","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/0_Ground/Primitive.md,ground.primitive,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Root Order]]""
conditions:
  places: ""where dependency tracing stops within the system — a structural role, not a specific kind of content""
  holds: ""[[Root Order]] — the governing arrangement must hold before a stopping point within it can be named""
  pairs: ""[[Invariant]] — Primitive names irreducible availability; Invariant names what remains stable through change""
  traces:
    - ""[[Root Order]]""
  nests: ""at the point before further reduction breaks the read, giving later terms a root they cannot skip""
  reads: ""where a condition cannot be reduced further without losing the read it makes possible — a root availability later terms depend on""
  carries: []","conditions:
  places: ""where dependency tracing stops within the system — a structural role, not a specific kind of content""
  needs:
    targets:
      - ground.root-order
  holds:
    targets:
      - ground.root-order
    read: ""[[Root Order]] — the governing arrangement must hold before a stopping point within it can be named""
  pairs:
    targets:
      - ground.invariant
    read: ""[[Invariant]] — Primitive names irreducible availability; Invariant names what remains stable through change""
  traces:
    targets:
      - ground.root-order
  nests:
    targets: []
    read: ""at the point before further reduction breaks the read, giving later terms a root they cannot skip""
  reads:
    targets: []
    read: ""where a condition cannot be reduced further without losing the read it makes possible — a root availability later terms depend on""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/0_Ground/Regenerate.md,ground.regenerate,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Generic]]""
  - ""[[Degenerate]]""
conditions:
  places: ""the structural condition of returning to generative conditions — recovering the trace to the originating source from within carrying that has lost it""
  holds: ""[[Generic]] and [[Degenerate]] — a generative source must be operative and its loss must be nameable before the return to that source can be placed""
  pairs: ""[[Degenerate]]. Degenerate names carrying that has lost its generative trace; Regenerate names the return to generative conditions from within that loss — the recovery of the trace. Each requires the other: Regenerate is only nameable against the condition it addresses; Degenerate is only nameable against the possibility of returning from it.""
  traces:
    - ""[[Generic]]""
    - ""[[Degenerate]]""
  nests: ""at Ground as the structural condition through which the generative trace is recovered — operative at every level where Degenerate has taken hold""
  reads: ""where carrying that has lost its generative trace recovers contact with the source that generated it — where what was treating itself as primitive traces back through what it carries to what carried it into being""
  carries:
    - ""[[Practice]]""
    - ""[[Retrace Practice]]""
    - ""[[Higher Retrace]]""
    - ""[[Degeneration Read]]""","conditions:
  places: ""the structural condition of returning to generative conditions — recovering the trace to the originating source from within carrying that has lost it""
  needs:
    targets:
      - ground.generic
      - ground.degenerate
  holds:
    targets:
      - ground.generic
      - ground.degenerate
    read: ""[[Generic]] and [[Degenerate]] — a generative source must be operative and its loss must be nameable before the return to that source can be placed""
  pairs:
    targets:
      - ground.degenerate
    read: ""[[Degenerate]]. Degenerate names carrying that has lost its generative trace; Regenerate names the return to generative conditions from within that loss — the recovery of the trace. Each requires the other: Regenerate is only nameable against the condition it addresses; Degenerate is only nameable against the possibility of returning from it.""
  traces:
    targets:
      - ground.generic
      - ground.degenerate
  nests:
    targets: []
    read: ""at Ground as the structural condition through which the generative trace is recovered — operative at every level where Degenerate has taken hold""
  reads:
    targets: []
    read: ""where carrying that has lost its generative trace recovers contact with the source that generated it — where what was treating itself as primitive traces back through what it carries to what carried it into being""
  carries:
    targets:
      - practice.practice
      - practice.retrace-practice
      - higher.higher-retrace
      - third.degeneration-read","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/0_Ground/Root Order.md,ground.root-order,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Ground]]""
conditions:
  places: ""the governing dependency arrangement of the Atlas — what must already hold before later terms can become available, and the condition through which that arrangement becomes followable""
  holds: ""[[Ground]] — the system must acknowledge what precedes its own derivation before it can order dependency""
  pairs: ""Asymmetry carries downward — into [[Dependency Order]], [[Natural Order]], [[Passage Condition]]. Root Order names the governing dependency arrangement of the whole system; everything else traces to it. No lateral co-condition is required for it to be locatable.""
  traces:
    - ""[[Ground]]""
  nests: ""the dependency spine of the Atlas — readable through organic and engineered organisation without becoming mere sequence""
  reads: ""where a term can be traced backward through prior conditions without confusing dependency with sequence, and where that arrangement is followable rather than merely present""
  carries:
    - ""[[Dependency Order]]""
    - ""[[Natural Order]]""
    - ""[[Passage Condition]]""
    - ""[[Root System]]""
    - ""[[Emergent]]""
    - ""[[Generic]]""
    - ""[[Groundedness]]""
    - ""[[Invariant]]""
    - ""[[Label]]""
    - ""[[Primitive]]""
    - ""[[Structural Disorder]]""
    - ""[[Term]]""
    - ""[[First Order]]""
    - ""[[Number]]""
    - ""[[Atlas]]""
    - ""[[Order Trace]]""
    - ""[[Root Resilience]]""
    - ""[[Translation Invariance]]""","conditions:
  places: ""the governing dependency arrangement of the Atlas — what must already hold before later terms can become available, and the condition through which that arrangement becomes followable""
  needs:
    targets:
      - ground.ground
  holds:
    targets:
      - ground.ground
    read: ""[[Ground]] — the system must acknowledge what precedes its own derivation before it can order dependency""
  pairs:
    targets:
      - ground.dependency-order
      - ground.natural-order
      - ground.passage-condition
    read: ""Asymmetry carries downward — into [[Dependency Order]], [[Natural Order]], [[Passage Condition]]. Root Order names the governing dependency arrangement of the whole system; everything else traces to it. No lateral co-condition is required for it to be locatable.""
  traces:
    targets:
      - ground.ground
  nests:
    targets: []
    read: ""the dependency spine of the Atlas — readable through organic and engineered organisation without becoming mere sequence""
  reads:
    targets: []
    read: ""where a term can be traced backward through prior conditions without confusing dependency with sequence, and where that arrangement is followable rather than merely present""
  carries:
    targets:
      - ground.dependency-order
      - ground.natural-order
      - ground.passage-condition
      - practice.root-system
      - ground.emergent
      - ground.generic
      - ground.groundedness
      - ground.invariant
      - ground.label
      - ground.primitive
      - ground.structural-disorder
      - ground.term
      - first.first-order
      - second.number
      - practice.atlas
      - practice.order-trace
      - practice.root-resilience
      - practice.translation-invariance","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/0_Ground/Seed.md,ground.seed,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs: []
conditions:
  places: ""the Ground-level relation-to-Ground: the source condition held before the dependency spine begins and recoverable in Fabric""
  holds: ""held by Ground — present before the chain begins, requiring only the acknowledged prior in order to hold""
  pairs: ""[[Ground]] — Ground is the acknowledged prior; Seed is Ground as relation-to-Ground becomes carryable and recoverable within what begins. Together they name the first in/out bifurcation around Relation without making Seed a prior term in the dependency spine.""
  traces:
    - ""[[Ground]]""
  nests: ""at Ground level — prior to Clean, holding Relation before the first order operates""
  reads: ""where Fabric holds as a whole and what was nested within Relation from the start becomes recognisable without having to pull the chain apart""
  carries:
    - ""[[One]]""
    - ""[[Other]]""","conditions:
  places: ""the Ground-level relation-to-Ground: the source condition held before the dependency spine begins and recoverable in Fabric""
  needs:
    targets: []
  holds:
    targets: []
    read: ""held by Ground — present before the chain begins, requiring only the acknowledged prior in order to hold""
  pairs:
    targets:
      - ground.ground
    read: ""[[Ground]] — Ground is the acknowledged prior; Seed is Ground as relation-to-Ground becomes carryable and recoverable within what begins. Together they name the first in/out bifurcation around Relation without making Seed a prior term in the dependency spine.""
  traces:
    targets:
      - ground.ground
  nests:
    targets: []
    read: ""at Ground level — prior to Clean, holding Relation before the first order operates""
  reads:
    targets: []
    read: ""where Fabric holds as a whole and what was nested within Relation from the start becomes recognisable without having to pull the chain apart""
  carries:
    targets:
      - first.one
      - first.other","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/0_Ground/Structural Disorder.md,ground.structural-disorder,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Root Order]]""
conditions:
  places: ""loss of dependency readability in the carrying structure — where what must hold is hidden, interrupted, displaced, bypassed, or forced""
  holds: ""[[Root Order]] — order must be readable before its loss can be named""
  pairs: ""[[Groundedness]] — Structural Disorder reveals where order has lost dependency contact; Groundedness names maintained contact""
  traces:
    - ""[[Root Order]]""
    - ""[[Dependency Order]]""
  nests: ""wherever dependency is obscured, displaced, inverted, or treated as optional after it is required""
  reads: ""where dependency is obscured, displaced, inverted, skipped, or treated as optional after it has become required — disorder in the carrying structure, not merely mess, difference, or instability""
  carries:
    - ""[[Dependency Disorder]]""
    - ""[[Degenerate]]""
    - ""[[Diagnosis]]""
    - ""[[Daylighting]]""
    - ""[[Relief]]""","conditions:
  places: ""loss of dependency readability in the carrying structure — where what must hold is hidden, interrupted, displaced, bypassed, or forced""
  needs:
    targets:
      - ground.root-order
  holds:
    targets:
      - ground.root-order
    read: ""[[Root Order]] — order must be readable before its loss can be named""
  pairs:
    targets:
      - ground.groundedness
    read: ""[[Groundedness]] — Structural Disorder reveals where order has lost dependency contact; Groundedness names maintained contact""
  traces:
    targets:
      - ground.root-order
      - ground.dependency-order
  nests:
    targets: []
    read: ""wherever dependency is obscured, displaced, inverted, or treated as optional after it is required""
  reads:
    targets: []
    read: ""where dependency is obscured, displaced, inverted, skipped, or treated as optional after it has become required — disorder in the carrying structure, not merely mess, difference, or instability""
  carries:
    targets:
      - second.dependency-disorder
      - ground.degenerate
      - third.diagnosis
      - practice.shade-clearing
      - practice.pruning","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/0_Ground/Term.md,ground.term,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Root Order]]""
conditions:
  places: ""a structurally placed interpretation — a readable point that can be carried by a word, sign, image, arrangement, action, or thought without being identical to that carrier""
  holds: ""[[Root Order]] — dependency arrangement must hold before named points within it can be made carryable""
  pairs: ""[[Label]] — Term names with dependency, opening, and carried relation travelling together; Label marks without carrying traceable conditions""
  traces:
    - ""[[Root Order]]""
  nests: ""wherever an interpretation can be placed, traced, read, and carried at scope""
  reads: ""where an interpretation remains locatable through its dependencies across one or more carriers — meaning, dependency, opening, and carried relation travelling together""
  carries:
    - ""[[Thread]]""
    - ""[[Terms and Conditions]]""
    - ""[[Order-Terminal]]""
    - ""[[Number]]""
    - ""[[Terms of Service]]""
    - ""[[Atlas Condition Header]]""
    - ""[[Translation Invariance]]""","conditions:
  places: ""a structurally placed interpretation — a readable point that can be carried by a word, sign, image, arrangement, action, or thought without being identical to that carrier""
  needs:
    targets:
      - ground.root-order
  holds:
    targets:
      - ground.root-order
    read: ""[[Root Order]] — dependency arrangement must hold before named points within it can be made carryable""
  pairs:
    targets:
      - ground.label
    read: ""[[Label]] — Term names with dependency, opening, and carried relation travelling together; Label marks without carrying traceable conditions""
  traces:
    targets:
      - ground.root-order
  nests:
    targets: []
    read: ""wherever an interpretation can be placed, traced, read, and carried at scope""
  reads:
    targets: []
    read: ""where an interpretation remains locatable through its dependencies across one or more carriers — meaning, dependency, opening, and carried relation travelling together""
  carries:
    targets:
      - first.thread
      - practice.terms-and-conditions
      - second.order_terminal
      - second.number
      - third.terms-of-service
      - practice.translation-invariance","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/1_First/Asymmetry Conditions/Bounded Asymmetry.md,first.bounded-asymmetry,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Asymmetry]]""
conditions:
  places: ""the hinge where uneven relation becomes local enough to be distinguished — asymmetry held locally enough that a boundary can form""
  holds: ""[[Asymmetry]] — unevenness must remain readable while it is held locally""
  pairs: ""Asymmetry carries downward — into [[Distinction]] and [[Strained Asymmetry]]. Distinction carries the located/readable branch; Strained Asymmetry carries the bearing branch.""
  traces:
    - ""[[Asymmetry]]""
    - ""[[Invariant]]""
  nests: ""between unlocated unevenness and located distinction — where difference becomes held enough to become locally readable""
  reads: ""where unevenness can be read as local — where asymmetry is present enough for one distinguishable condition to be located against another""
  carries:
    - ""[[Distinction]]""
    - ""[[Strained Asymmetry]]""
    - ""[[Operational Condition]]""
    - ""[[Adaptation]]""","conditions:
  places: ""the hinge where uneven relation becomes local enough to be distinguished — asymmetry held locally enough that a boundary can form""
  needs:
    targets:
      - first.asymmetry
  holds:
    targets:
      - first.asymmetry
    read: ""[[Asymmetry]] — unevenness must remain readable while it is held locally""
  pairs:
    targets:
      - first.distinction
      - first.strained-asymmetry
    read: ""Asymmetry carries downward — into [[Distinction]] and [[Strained Asymmetry]]. Distinction carries the located/readable branch; Strained Asymmetry carries the bearing branch.""
  traces:
    targets:
      - first.asymmetry
      - ground.invariant
  nests:
    targets: []
    read: ""between unlocated unevenness and located distinction — where difference becomes held enough to become locally readable""
  reads:
    targets: []
    read: ""where unevenness can be read as local — where asymmetry is present enough for one distinguishable condition to be located against another""
  carries:
    targets:
      - first.distinction
      - first.strained-asymmetry
      - first.operational-condition
      - second.adaptation","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/1_First/Asymmetry Conditions/Distinction.md,first.distinction,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Bounded Asymmetry]]""
conditions:
  places: ""bounded unevenness becoming distinguishable within relation before it is located as boundary or read as difference.""
  holds: ""[[Bounded Asymmetry]]. Asymmetry must be local enough for this and not-this to become distinguishable before distinction can be named.""
  pairs: ""Asymmetry carries downward — into [[Boundary]] and [[Difference]]. Distinction is the singular condition from which located distinction and readable non-sameness become available.""
  traces:
    - ""[[Bounded Asymmetry]]""
  nests: ""between bounded asymmetry and the conditions that locate or read it. Boundary locates distinction; Difference reads distinction as non-sameness.""
  reads: ""where unevenness within relation becomes distinguishable as this and not-this without yet requiring a fixed boundary or a produced read of difference.""
  carries:
    - ""[[Boundary]]""
    - ""[[Difference]]""","conditions:
  places: ""bounded unevenness becoming distinguishable within relation before it is located as boundary or read as difference.""
  needs:
    targets:
      - first.bounded-asymmetry
  holds:
    targets:
      - first.bounded-asymmetry
    read: ""[[Bounded Asymmetry]]. Asymmetry must be local enough for this and not-this to become distinguishable before distinction can be named.""
  pairs:
    targets:
      - first.boundary
      - second.difference
    read: ""Asymmetry carries downward — into [[Boundary]] and [[Difference]]. Distinction is the singular condition from which located distinction and readable non-sameness become available.""
  traces:
    targets:
      - first.bounded-asymmetry
  nests:
    targets: []
    read: ""between bounded asymmetry and the conditions that locate or read it. Boundary locates distinction; Difference reads distinction as non-sameness.""
  reads:
    targets: []
    read: ""where unevenness within relation becomes distinguishable as this and not-this without yet requiring a fixed boundary or a produced read of difference.""
  carries:
    targets:
      - first.boundary
      - second.difference","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
