source_path,condition_key,title,relation_type,legacy_field_path,legacy_value_exact,authored_read_exact,legacy_targets_in_source_order,resolved_canonical_ids,resolution_basis,resolution_state,target_count_before,target_count_after,semantic_change,reviewer,reviewed_on,determination_id
Reality_Mechanics/1_First/First Order.md,first.first-order,First Order,nests,conditions.nests,"""relation, hold, carry, place, connection, trace, and the conditions that distinguish, locate, strain, bear, or resolve what may pass through connection.""","relation, hold, carry, place, connection, trace, and the conditions that distinguish, locate, strain, bear, or resolve what may pass through connection.",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/First Order.md,first.first-order,First Order,reads,conditions.reads,"""where relation becomes held and placeable enough to offer forward carry and backward trace before those directions are enacted in later orders.""",where relation becomes held and placeable enough to offer forward carry and backward trace before those directions are enacted in later orders.,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/First Order.md,first.first-order,First Order,carries,conditions.carries,"[""[[Second Order]]"",""[[First Order Crossing|Threshold (First → Second)]]""]","","[""Second Order"",""First Order Crossing""]","[""second.second-order"",""first.first-order-crossing""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/One.md,first.one,One,needs,needs,"[""[[Seed]]""]","","[""Seed""]","[""ground.seed""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/One.md,first.one,One,holds,conditions.holds,"""[[Seed]]. One is read from the source-side availability Seed holds; it is not self-originating and does not replace Seed : Ground.""",[[Seed]]. One is read from the source-side availability Seed holds; it is not self-originating and does not replace Seed : Ground.,"[""Seed""]","[""ground.seed""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/One.md,first.one,One,pairs,conditions.pairs,"""[[Other]] — One establishes reference; Other establishes distinction; the colon between them names the boundary, ratio, and clearance through which comparison remains possible without collapse.""","[[Other]] — One establishes reference; Other establishes distinction; the colon between them names the boundary, ratio, and clearance through which comparison remains possible without collapse.","[""Other""]","[""first.other""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/One.md,first.one,One,traces,conditions.traces,"[""[[Seed]]""]","","[""Seed""]","[""ground.seed""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/One.md,first.one,One,nests,conditions.nests,"""inside reading order as the reference pole in One : Other, the first readable expression of the generative condition.""","inside reading order as the reference pole in One : Other, the first readable expression of the generative condition.",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/One.md,first.one,One,reads,conditions.reads,"""where a reference can be held without being mistaken for the whole, and without losing the source condition that made it readable.""","where a reference can be held without being mistaken for the whole, and without losing the source condition that made it readable.",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/One.md,first.one,One,carries,conditions.carries,"[""[[Other]]"",""[[Ratio]]""]","","[""Other"",""Ratio""]","[""first.other"",""first.ratio""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Other.md,first.other,Other,needs,needs,"[""[[One]]"",""[[Seed]]""]","","[""One"",""Seed""]","[""first.one"",""ground.seed""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Other.md,first.other,Other,holds,conditions.holds,"""[[One]] and [[Seed]]. A reference must remain held, and the source-side availability must remain acknowledged, while Other is read as distinct rather than mere negation.""","[[One]] and [[Seed]]. A reference must remain held, and the source-side availability must remain acknowledged, while Other is read as distinct rather than mere negation.","[""One"",""Seed""]","[""first.one"",""ground.seed""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Other.md,first.other,Other,pairs,conditions.pairs,"""[[One]] — Other establishes distinction from reference; One establishes the reference from which distinction can be read.""",[[One]] — Other establishes distinction from reference; One establishes the reference from which distinction can be read.,"[""One""]","[""first.one""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Other.md,first.other,Other,traces,conditions.traces,"[""[[One]]"",""[[Seed]]""]","","[""One"",""Seed""]","[""first.one"",""ground.seed""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Other.md,first.other,Other,nests,conditions.nests,"""with One inside reading order, before ratio as the readable form of relation.""","with One inside reading order, before ratio as the readable form of relation.",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Other.md,first.other,Other,reads,conditions.reads,"""where what is not the reference remains distinguishable without becoming unrelated, excluded, or collapsed back into sameness.""","where what is not the reference remains distinguishable without becoming unrelated, excluded, or collapsed back into sameness.",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Other.md,first.other,Other,carries,conditions.carries,"[""[[Ratio]]""]","","[""Ratio""]","[""first.ratio""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Posture.md,first.posture,Posture,needs,needs,"[""[[Connection]]"",""[[Asymmetry]]""]","","[""Connection"",""Asymmetry""]","[""first.connection"",""first.asymmetry""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Posture.md,first.posture,Posture,holds,conditions.holds,"""[[Connection]] and [[Asymmetry]]. Connection must remain held as a passage, and asymmetry must continue giving that passage direction, while order proceeds through the oriented holding.""","[[Connection]] and [[Asymmetry]]. Connection must remain held as a passage, and asymmetry must continue giving that passage direction, while order proceeds through the oriented holding.","[""Connection"",""Asymmetry""]","[""first.connection"",""first.asymmetry""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Posture.md,first.posture,Posture,pairs,conditions.pairs,"""No lateral pair placed yet.""",No lateral pair placed yet.,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Posture.md,first.posture,Posture,traces,conditions.traces,"[""[[Connection]]"",""[[Asymmetry]]""]","","[""Connection"",""Asymmetry""]","[""first.connection"",""first.asymmetry""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Posture.md,first.posture,Posture,nests,conditions.nests,"""within first order, after connection — the orientation through which held passage becomes constructible rather than merely available.""","within first order, after connection — the orientation through which held passage becomes constructible rather than merely available.",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Posture.md,first.posture,Posture,reads,conditions.reads,"""where a connection is not just held but directed — where the holding has a toward-ness that makes order begin to emerge. The toward-ness must be directed enough that the carry it opens is determinable at some scope, even if that scope is not currently in view.""","where a connection is not just held but directed — where the holding has a toward-ness that makes order begin to emerge. The toward-ness must be directed enough that the carry it opens is determinable at some scope, even if that scope is not currently in view.",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Posture.md,first.posture,Posture,carries,conditions.carries,"[""[[Posture Read]]""]","","[""Posture Read""]","[""practice.posture-read""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Ratio.md,first.ratio,Ratio,needs,needs,"[""[[One]]"",""[[Other]]"",""[[Clearance]]""]","","[""One"",""Other"",""Clearance""]","[""first.one"",""first.other"",""first.clearance""]",exact-title,resolved,3,3,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Ratio.md,first.ratio,Ratio,holds,conditions.holds,"""[[One]], [[Other]], and [[Clearance]]. A reference and distinction must be readable, and enough held separation must remain, before relation can be read as ratio without collapse.""","[[One]], [[Other]], and [[Clearance]]. A reference and distinction must be readable, and enough held separation must remain, before relation can be read as ratio without collapse.","[""One"",""Other"",""Clearance""]","[""first.one"",""first.other"",""first.clearance""]",exact-title,resolved,3,3,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Ratio.md,first.ratio,Ratio,pairs,conditions.pairs,"""[[Relation]] — Ratio is relation made readable; Relation is the active condition that ratio remains answerable to.""",[[Relation]] — Ratio is relation made readable; Relation is the active condition that ratio remains answerable to.,"[""Relation""]","[""first.relation""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Ratio.md,first.ratio,Ratio,traces,conditions.traces,"[""[[One]]"",""[[Other]]"",""[[Clearance]]""]","","[""One"",""Other"",""Clearance""]","[""first.one"",""first.other"",""first.clearance""]",exact-title,resolved,3,3,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Ratio.md,first.ratio,Ratio,nests,conditions.nests,"""inside reading order as relation made readable, not as the generative source of relation.""","inside reading order as relation made readable, not as the generative source of relation.",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Ratio.md,first.ratio,Ratio,reads,conditions.reads,"""where reference and distinction can be compared without becoming the same thing, unrelated things, or an unplaced measure.""","where reference and distinction can be compared without becoming the same thing, unrelated things, or an unplaced measure.",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Ratio.md,first.ratio,Ratio,carries,conditions.carries,"[""[[Reference Frame]]"",""[[Relative]]"",""[[Reasoning]]""]","","[""Reference Frame"",""Relative"",""Reasoning""]","[""second.reference-frame"",""second.relative"",""practice.reasoning""]",exact-title,resolved,3,3,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Clear.md,first.clear,Clear,needs,needs,"[""[[Relation]]"",""[[Clean]]""]","","[""Relation"",""Clean""]","[""first.relation"",""first.clean""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Clear.md,first.clear,Clear,holds,conditions.holds,"""[[Clean]] and [[Relation]] — relation must remain free from residue or drift before it can be read without obstruction""",[[Clean]] and [[Relation]] — relation must remain free from residue or drift before it can be read without obstruction,"[""Clean"",""Relation""]","[""first.clean"",""first.relation""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Clear.md,first.clear,Clear,pairs,conditions.pairs,"""[[Tact]] — clear governs readability; tact governs handling at contact""",[[Tact]] — clear governs readability; tact governs handling at contact,"[""Tact""]","[""first.tact""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Clear.md,first.clear,Clear,traces,conditions.traces,"[""[[Relation]]"",""[[Clean]]""]","","[""Relation"",""Clean""]","[""first.relation"",""first.clean""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Clear.md,first.clear,Clear,nests,conditions.nests,"""before clearance — clear is the readability condition from which held separation can become readable as clearance""",before clearance — clear is the readability condition from which held separation can become readable as clearance,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Clear.md,first.clear,Clear,reads,conditions.reads,"""where relation can be read without obstruction, obscurity, or false mixture""","where relation can be read without obstruction, obscurity, or false mixture",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Clear.md,first.clear,Clear,carries,conditions.carries,"[""[[Clearance]]"",""[[Relation Read]]"",""[[Daylighting]]""]","","[""Clearance"",""Relation Read"",""Daylighting""]","[""first.clearance"",""first.relation-read"",""practice.shade-clearing""]",exact-title,resolved,3,3,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Clearance.md,first.clearance,Clearance,needs,needs,"[""[[Relation]]"",""[[Clear]]""]","","[""Relation"",""Clear""]","[""first.relation"",""first.clear""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Clearance.md,first.clearance,Clearance,holds,conditions.holds,"""[[Relation]] and [[Clear]] — relation must hold, and it must be readable enough for separation to become clearance rather than vague absence""","[[Relation]] and [[Clear]] — relation must hold, and it must be readable enough for separation to become clearance rather than vague absence","[""Relation"",""Clear""]","[""first.relation"",""first.clear""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Clearance.md,first.clearance,Clearance,pairs,conditions.pairs,"""[[Asymmetry]] — clearance keeps relation readable as relation; asymmetry makes unevenness readable within relation""",[[Asymmetry]] — clearance keeps relation readable as relation; asymmetry makes unevenness readable within relation,"[""Asymmetry""]","[""first.asymmetry""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Clearance.md,first.clearance,Clearance,traces,conditions.traces,"[""[[Relation]]"",""[[Clear]]""]","","[""Relation"",""Clear""]","[""first.relation"",""first.clear""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Clearance.md,first.clearance,Clearance,nests,conditions.nests,"""before boundary — opens space and time reads without yet drawing a local edge""",before boundary — opens space and time reads without yet drawing a local edge,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Clearance.md,first.clearance,Clearance,reads,conditions.reads,"""where relation holds apart enough to remain relation — neither collapsed into sameness nor lost as unrelated difference""",where relation holds apart enough to remain relation — neither collapsed into sameness nor lost as unrelated difference,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Clearance.md,first.clearance,Clearance,carries,conditions.carries,"[""[[Relation Read]]"",""[[Time]]"",""[[Space]]"",""[[Contact]]"",""[[Primitive Carrier]]"",""[[Resolution]]"",""[[Within]]""]","","[""Relation Read"",""Time"",""Space"",""Contact"",""Primitive Carrier"",""Resolution"",""Within""]","[""first.relation-read"",""first.time"",""first.space"",""first.contact"",""first.primitive-carrier"",""first.resolution"",""second.within""]",exact-title,resolved,7,7,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Relation Read.md,first.relation-read,Relation Read,needs,needs,"[""[[Clearance]]"",""[[Clear]]""]","","[""Clearance"",""Clear""]","[""first.clearance"",""first.clear""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Relation Read.md,first.relation-read,Relation Read,holds,conditions.holds,"""[[Clearance]] and [[Clear]] — held separation must keep relation readable, and relation must be clear enough for it to be read as joined spread""","[[Clearance]] and [[Clear]] — held separation must keep relation readable, and relation must be clear enough for it to be read as joined spread","[""Clearance"",""Clear""]","[""first.clearance"",""first.clear""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Relation Read.md,first.relation-read,Relation Read,pairs,conditions.pairs,"""Asymmetry carries downward — into [[Readability]]. Relation Read names the readable face of [[Clearance]] — one side of an existing pair read forward into readability, not itself one side of a new lateral pair.""","Asymmetry carries downward — into [[Readability]]. Relation Read names the readable face of [[Clearance]] — one side of an existing pair read forward into readability, not itself one side of a new lateral pair.","[""Readability"",""Clearance""]","[""second.readability"",""first.clearance""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Relation Read.md,first.relation-read,Relation Read,traces,conditions.traces,"[""[[Clearance]]"",""[[Clear]]""]","","[""Clearance"",""Clear""]","[""first.clearance"",""first.clear""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Relation Read.md,first.relation-read,Relation Read,nests,conditions.nests,"""before local boundary selection — reads spread under a shared condition without yet selecting one asymmetry from it""",before local boundary selection — reads spread under a shared condition without yet selecting one asymmetry from it,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Relation Read.md,first.relation-read,Relation Read,reads,conditions.reads,"""where a condition can be taken up as spread rather than as a located distinction — where the join is present but no boundary has yet selected one asymmetry""",where a condition can be taken up as spread rather than as a located distinction — where the join is present but no boundary has yet selected one asymmetry,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Relation Read.md,first.relation-read,Relation Read,carries,conditions.carries,"[""[[Readability]]""]","","[""Readability""]","[""second.readability""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Space.md,first.space,Space,needs,needs,"[""[[Clearance]]""]","","[""Clearance""]","[""first.clearance""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Space.md,first.space,Space,holds,conditions.holds,"""[[Clearance]] — relation must remain held apart enough to become locatable""",[[Clearance]] — relation must remain held apart enough to become locatable,"[""Clearance""]","[""first.clearance""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Space.md,first.space,Space,pairs,conditions.pairs,"""[[Time]] — Space reads clearance as separation and extent; Time reads clearance as interval and continuation""",[[Time]] — Space reads clearance as separation and extent; Time reads clearance as interval and continuation,"[""Time""]","[""first.time""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Space.md,first.space,Space,traces,conditions.traces,"[""[[Clearance]]""]","","[""Clearance""]","[""first.clearance""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Space.md,first.space,Space,nests,conditions.nests,"""before boundary and before later reads of empty container or absolute extension — relation as placed rather than only persisting""",before boundary and before later reads of empty container or absolute extension — relation as placed rather than only persisting,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Space.md,first.space,Space,reads,conditions.reads,"""where clearance can be read as separated, extended, or located relation — where differences are not just held apart but placed in relation to each other""","where clearance can be read as separated, extended, or located relation — where differences are not just held apart but placed in relation to each other",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Space.md,first.space,Space,carries,conditions.carries,"[""[[Physical Space]]"",""[[Placed Participation]]"",""[[Enter]]"",""[[Locating]]""]","","[""Physical Space"",""Placed Participation"",""Enter"",""Locating""]","[""third.physical-space"",""third.placed-participation"",""first.enter"",""third.locating""]",exact-title,resolved,4,4,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Time.md,first.time,Time,needs,needs,"[""[[Clearance]]""]","","[""Clearance""]","[""first.clearance""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Time.md,first.time,Time,holds,conditions.holds,"""[[Clearance]] — relation must remain held apart enough to continue without collapsing into static sameness""",[[Clearance]] — relation must remain held apart enough to continue without collapsing into static sameness,"[""Clearance""]","[""first.clearance""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Time.md,first.time,Time,pairs,conditions.pairs,"""[[Space]] — Time reads clearance as interval and continuation; Space reads clearance as separation and extent""",[[Space]] — Time reads clearance as interval and continuation; Space reads clearance as separation and extent,"[""Space""]","[""first.space""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Time.md,first.time,Time,traces,conditions.traces,"[""[[Clearance]]""]","","[""Clearance""]","[""first.clearance""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Time.md,first.time,Time,nests,conditions.nests,"""before chronology, sequence, process, progression, and causation — those are later traversal reads of time, not the first condition""","before chronology, sequence, process, progression, and causation — those are later traversal reads of time, not the first condition",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Time.md,first.time,Time,reads,conditions.reads,"""where held clearance can be read as interval and continuation — where relation is present as persisting rather than as static sameness. Downstream, time becomes readable as the rate and scale at which an order resolves.""","where held clearance can be read as interval and continuation — where relation is present as persisting rather than as static sameness. Downstream, time becomes readable as the rate and scale at which an order resolves.",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Time.md,first.time,Time,carries,conditions.carries,"[""[[Timescale]]"",""[[Interval]]""]","","[""Timescale"",""Interval""]","[""third.timescale"",""second.interval""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation.md,first.relation,Relation,needs,needs,[],"",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation.md,first.relation,Relation,holds,conditions.holds,"""primitive within the system — no prior term produces it. Ratio is the readable form of relation, not the generative source of relation.""","primitive within the system — no prior term produces it. Ratio is the readable form of relation, not the generative source of relation.",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation.md,first.relation,Relation,pairs,conditions.pairs,"""[[Ground]] and [[Ratio]] — Ground is acknowledged but not derived; Ratio is how relation becomes readable to a participant.""",[[Ground]] and [[Ratio]] — Ground is acknowledged but not derived; Ratio is how relation becomes readable to a participant.,"[""Ground"",""Ratio""]","[""ground.ground"",""first.ratio""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation.md,first.relation,Relation,traces,conditions.traces,[],"",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation.md,first.relation,Relation,nests,conditions.nests,"""beneath first-order reads as the active relation that can generate, while Ratio belongs to reading order as relation made readable.""","beneath first-order reads as the active relation that can generate, while Ratio belongs to reading order as relation made readable.",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation.md,first.relation,Relation,reads,conditions.reads,"""where downstream terms can be traced back through their conditions without making any downstream term primitive in its place.""",where downstream terms can be traced back through their conditions without making any downstream term primitive in its place.,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Relation.md,first.relation,Relation,carries,conditions.carries,"[""[[Connection]]"",""[[Place]]"",""[[Clean]]"",""[[Asymmetry]]"",""[[Expression]]"",""[[Root System]]"",""[[Tact]]"",""[[Clear]]"",""[[Clearance]]"",""[[Pressure]]"",""[[Extend]]"",""[[Relative]]"",""[[Structure]]"",""[[Theory|The Working Postulate]]"",""[[Order Trace]]"",""[[Retrace Practice]]""]","","[""Connection"",""Place"",""Clean"",""Asymmetry"",""Expression"",""Root System"",""Tact"",""Clear"",""Clearance"",""Pressure"",""Extend"",""Relative"",""Structure"",""Theory"",""Order Trace"",""Retrace Practice""]","[""first.connection"",""first.place"",""first.clean"",""first.asymmetry"",""third.expression"",""practice.root-system"",""first.tact"",""first.clear"",""first.clearance"",""second.pressure"",""second.extend"",""second.relative"",""second.structure"",""practice.reality-mechanics-theory"",""practice.order-trace"",""practice.retrace-practice""]",exact-title,resolved,16,16,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Absorb.md,first.absorb,Absorb,needs,needs,"[""[[Resolution]]"",""[[Bearing]]"",""[[Strain]]""]","","[""Resolution"",""Bearing"",""Strain""]","[""first.resolution"",""first.bearing"",""first.strain""]",exact-title,resolved,3,3,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Absorb.md,first.absorb,Absorb,holds,conditions.holds,"""[[Resolution]], [[Bearing]], and [[Strain]] — strain must be borne before it can be taken in""","[[Resolution]], [[Bearing]], and [[Strain]] — strain must be borne before it can be taken in","[""Resolution"",""Bearing"",""Strain""]","[""first.resolution"",""first.bearing"",""first.strain""]",exact-title,resolved,3,3,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Absorb.md,first.absorb,Absorb,pairs,conditions.pairs,"""[[Transfer]] — Absorb takes a condition in under strain; Transfer moves a resolved condition to another carrier. Each requires the other to be locatable.""",[[Transfer]] — Absorb takes a condition in under strain; Transfer moves a resolved condition to another carrier. Each requires the other to be locatable.,"[""Transfer""]","[""first.transfer""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Absorb.md,first.absorb,Absorb,traces,conditions.traces,"[""[[Resolution]]"",""[[Bearing]]"",""[[Strain]]""]","","[""Resolution"",""Bearing"",""Strain""]","[""first.resolution"",""first.bearing"",""first.strain""]",exact-title,resolved,3,3,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Absorb.md,first.absorb,Absorb,nests,conditions.nests,"""under first-order resolution — can support later carrying where contained strain remains supportable""",under first-order resolution — can support later carrying where contained strain remains supportable,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Absorb.md,first.absorb,Absorb,reads,conditions.reads,"""where bearing resolves by taking strain into the condition rather than passing it on, releasing it, or collapsing under it""","where bearing resolves by taking strain into the condition rather than passing it on, releasing it, or collapsing under it",[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Absorb.md,first.absorb,Absorb,carries,conditions.carries,[],No demonstrated downstream carry is currently determined.,[],[],explicit-empty,resolved,0,0,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Failure.md,first.failure,Failure,needs,needs,"[""[[Resolution]]"",""[[Bearing]]""]","","[""Resolution"",""Bearing""]","[""first.resolution"",""first.bearing""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Failure.md,first.failure,Failure,holds,conditions.holds,"""[[Resolution]] and [[Bearing]] — bearing must be present and determined before its loss of support can be read as failure""",[[Resolution]] and [[Bearing]] — bearing must be present and determined before its loss of support can be read as failure,"[""Resolution"",""Bearing""]","[""first.resolution"",""first.bearing""]",exact-title,resolved,2,2,false,Codex (mechanical exact-match review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Failure.md,first.failure,Failure,pairs,conditions.pairs,"""Asymmetry carries downward. Failure names a specific mode of [[Resolution]] — where bearing cannot remain supportable at the current scope. It is downstream of Resolution and Bearing without a lateral co-condition.""",Asymmetry carries downward. Failure names a specific mode of [[Resolution]] — where bearing cannot remain supportable at the current scope. It is downstream of Resolution and Bearing without a lateral co-condition.,"[""Resolution""]","[""first.resolution""]",exact-title,resolved,1,1,false,Codex (mechanical exact-match review),2026-07-14,""
